match_id,player_id,team,role,champion,win,kills,deaths,assists,cs,vision_score,wards_placed,damage_to_champions,gold_earned,objective_participation,first_blood,lane_advantage
M00498,P056,A,Bottom,Kai’Sa,0,4,5,7,179,23,4,25355,11362,1.0,0,0.03
M00498,P031,A,Top,Aatrox,0,7,5,3,139,29,1,32151,15453,0.0,0,0.93
M00498,P026,A,Bottom,Ashe,0,4,7,4,183,18,3,20716,13940,0.0,0,-2.11
M00498,P045,B,Jungle,Kha’Zix,1,12,4,10,139,25,3,26429,13430,2.0,0,0.6
M00498,P068,B,Support,Leona,1,7,1,12,39,34,6,21393,10373,3.0,0,0.66
M00498,P014,B,Mid,Ahri,1,9,8,8,195,21,3,24547,14501,2.0,0,1.99
M00498,P038,B,Bottom,Caitlyn,1,1,7,1,159,5,1,18887,10810,3.0,0,1.03
M00498,P049,B,Mid,Vex,1,12,6,8,183,27,6,31492,15821,3.0,0,-0.98
M00499,P027,A,Jungle,Graves,0,13,7,6,177,34,3,25578,15186,1.0,0,0.51
M00499,P045,A,Jungle,Lee Sin,0,5,6,4,183,29,2,23758,13218,0.0,0,-2.98
M00499,P002,A,Support,Alistar,0,5,8,12,12,38,2,19750,11365,2.0,0,-0.95
M00499,P041,A,Jungle,Jarvan IV,0,10,7,6,134,32,3,25516,14516,2.0,0,-0.97
M00499,P031,A,Top,Gnar,0,8,5,4,211,39,1,25496,15616,0.0,0,0.81
M00499,P071,B,Jungle,Jarvan IV,1,18,2,11,163,27,4,28739,16257,2.0,1,2.0
M00499,P047,B,Mid,Viktor,1,5,2,13,244,35,3,27760,12607,4.0,0,0.52
M00499,P020,B,Jungle,Lee Sin,1,12,2,6,166,29,0,29344,13622,3.0,0,-1.11
M00499,P052,B,Support,Braum,1,6,5,9,34,37,4,23076,9465,4.0,0,-0.77
M00499,P006,B,Jungle,Viego,1,12,3,4,158,17,2,30707,14981,2.0,0,0.55
M00500,P037,A,Jungle,Viego,1,6,2,11,169,35,3,18924,14229,4.0,1,0.54
M00500,P041,A,Jungle,Kha’Zix,1,9,6,7,163,26,0,23039,14722,1.0,0,-0.26
M00500,P042,A,Mid,Akali,1,12,5,7,187,20,0,32621,16173,2.0,0,1.76
M00500,P003,A,Support,Morgana,1,4,6,13,38,40,2,19435,10567,4.0,0,-0.03
M00500,P040,A,Support,Nautilus,1,7,6,14,36,34,3,27658,10239,1.0,0,1.51
M00500,P074,B,Top,Aatrox,0,8,12,3,205,14,3,24117,13632,1.0,1,-1.94
M00500,P067,B,Bottom,Lucian,0,5,3,6,224,32,0,20207,12830,1.0,0,-0.22
M00500,P001,B,Support,Lulu,0,8,5,4,40,31,6,24905,12207,1.0,0,0.24
M00500,P033,B,Bottom,Tristana,0,9,3,8,209,42,3,28198,13991,0.0,1,0.51
M00500,P016,B,Top,Aatrox,0,9,3,5,188,38,5,27120,14641,0.0,0,-0.53
M00501,P046,A,Mid,Akali,1,7,4,5,227,29,1,29561,13482,1.0,0,0.09
M00501,P071,A,Jungle,Lee Sin,1,9,7,2,180,30,1,28212,15682,1.0,0,-1.78
M00501,P012,A,Jungle,Kha’Zix,1,13,5,3,156,35,2,30403,14321,3.0,0,0.78
M00501,P027,A,Jungle,Lee Sin,1,15,3,4,164,32,1,32995,16312,6.0,0,0.48
M00501,P051,A,Support,Morgana,1,13,2,12,28,43,7,21707,12559,0.0,0,1.14
M00501,P013,B,Mid,Twisted Fate,0,8,8,6,191,24,1,26397,15593,1.0,0,-1.03
M00501,P006,B,Jungle,Nocturne,0,5,4,6,152,14,1,24838,13120,1.0,0,-0.81
M00501,P028,B,Top,Camille,0,5,9,6,212,46,6,23247,13410,2.0,1,1.66
M00501,P062,B,Jungle,Jarvan IV,0,5,6,4,130,13,1,26798,12348,3.0,0,0.77
M00501,P056,B,Bottom,Kai’Sa,0,5,7,4,247,30,4,27732,14996,0.0,0,0.01
M00502,P063,A,Jungle,Viego,0,3,5,6,129,36,1,22044,13122,2.0,0,-3.1
M00502,P002,A,Support,Thresh,0,9,4,9,16,37,2,24284,10491,4.0,0,1.15
M00502,P073,A,Mid,Vex,0,3,7,4,217,39,5,22424,14039,0.0,0,0.52
M00502,P001,A,Support,Morgana,0,6,6,8,10,33,7,25838,11431,2.0,0,1.19
M00502,P074,A,Top,Darius,0,4,6,8,174,32,0,23121,12308,1.0,0,-0.68
M00502,P075,B,Support,Alistar,1,12,3,14,40,26,0,27428,11289,1.0,0,1.15
M00502,P048,B,Support,Alistar,1,10,6,7,64,28,3,32644,12841,1.0,1,0.15
M00502,P008,B,Jungle,Elise,1,8,4,9,163,25,1,21022,14281,6.0,0,-0.9
M00502,P077,B,Bottom,Tristana,1,12,4,8,240,36,4,25325,15593,2.0,0,2.36
M00502,P051,B,Support,Leona,1,10,2,17,48,25,4,21917,13969,1.0,0,0.59
M00503,P047,A,Mid,Orianna,1,9,6,14,285,23,3,23357,15886,3.0,0,0.01
M00503,P014,A,Mid,Twisted Fate,1,8,5,12,267,37,2,29643,16346,1.0,0,2.2
M00503,P067,A,Bottom,Xayah,1,12,4,13,279,33,1,32667,18515,1.0,0,-1.63
M00503,P039,A,Bottom,Ezreal,1,5,6,13,301,30,1,24949,15185,1.0,0,-2.6
M00503,P023,A,Top,Darius,1,8,8,5,262,40,0,26223,15178,4.0,0,-1.38
M00503,P043,B,Mid,Viktor,0,11,7,5,230,40,4,29309,16613,1.0,0,1.15
M00503,P041,B,Jungle,Lee Sin,0,7,6,3,165,26,3,17978,13786,1.0,0,-0.91
M00503,P040,B,Support,Alistar,0,4,9,6,51,27,3,22462,10588,2.0,0,-0.53
M00503,P030,B,Top,Ornn,0,9,8,4,212,27,1,19551,12698,2.0,0,-0.97
M00503,P018,B,Top,Malphite,0,8,8,7,230,39,2,32249,16253,0.0,0,2.43
M00504,P027,A,Jungle,Sejuani,1,11,3,4,156,25,3,27075,14879,3.0,0,0.38
M00504,P012,A,Jungle,Sejuani,1,11,4,14,153,39,2,24679,13318,4.0,0,-1.07
M00504,P011,A,Mid,Orianna,1,14,1,8,186,25,4,28763,16797,2.0,0,1.93
M00504,P019,A,Jungle,Nocturne,1,6,2,6,169,18,4,25302,13217,2.0,0,1.23
M00504,P046,A,Mid,Orianna,1,11,7,16,259,23,4,33983,16066,6.0,1,0.64
M00504,P014,B,Mid,Yasuo,0,7,5,8,204,26,3,28109,14108,2.0,1,-0.39
M00504,P070,B,Mid,Twisted Fate,0,9,7,9,197,39,2,26626,16510,1.0,0,-0.76
M00504,P018,B,Top,Malphite,0,6,3,4,144,43,1,19423,13641,3.0,0,0.86
M00504,P016,B,Top,Darius,0,5,7,8,197,20,1,21150,14820,0.0,0,0.1
M00504,P060,B,Jungle,Nocturne,0,6,4,6,144,28,2,28995,13939,1.0,0,-1.15
M00505,P001,A,Support,Rakan,0,3,6,12,42,45,4,21571,9154,0.0,0,-1.79
M00505,P023,A,Top,Aatrox,0,6,3,8,163,33,1,24134,13446,1.0,0,-0.02
M00505,P040,A,Support,Morgana,0,6,3,8,28,26,6,22789,11454,4.0,0,-1.29
M00505,P065,A,Jungle,Viego,0,10,7,6,99,31,1,24063,12545,2.0,0,0.75
M00505,P078,A,Support,Leona,0,8,3,8,30,36,5,24966,12718,5.0,0,1.05
M00505,P057,B,Bottom,Kai’Sa,1,5,6,2,249,28,4,23137,14686,2.0,0,1.12
M00505,P009,B,Support,Braum,1,7,1,7,20,43,3,19775,9891,3.0,0,-0.87
M00505,P074,B,Top,Malphite,1,5,7,7,217,34,4,23420,15172,2.0,0,0.92
M00505,P054,B,Bottom,Ashe,1,9,5,9,246,31,5,23657,15933,4.0,0,0.15
M00505,P066,B,Mid,Twisted Fate,1,10,8,11,234,41,1,21709,16142,3.0,0,2.24
M00506,P010,A,Bottom,Tristana,0,4,7,6,266,36,6,18568,14325,1.0,0,-0.79
M00506,P028,A,Top,Malphite,0,10,5,6,279,36,3,27856,15280,1.0,1,-0.81
M00506,P055,A,Bottom,Ezreal,0,6,5,2,275,49,1,22232,16312,0.0,0,-0.54
M00506,P002,A,Support,Morgana,0,4,14,8,51,42,4,28585,10950,2.0,0,-0.13
M00506,P075,A,Support,Lulu,0,4,6,4,46,53,4,19536,9566,2.0,0,-1.02
M00506,P041,B,Jungle,Graves,1,9,7,13,167,41,3,20922,14422,2.0,0,-0.06
M00506,P033,B,Bottom,Caitlyn,1,8,6,12,297,38,2,25097,13644,4.0,1,0.2
M00506,P040,B,Support,Alistar,1,6,5,10,51,49,0,24222,10255,3.0,0,-0.82
M00506,P073,B,Mid,Yasuo,1,11,1,14,277,31,2,26918,19009,1.0,1,0.94
M00506,P029,B,Bottom,Lucian,1,6,4,8,293,35,6,23390,16798,0.0,1,-1.35
M00507,P002,A,Support,Alistar,0,8,10,8,15,40,5,28382,10425,3.0,1,-1.88
M00507,P037,A,Jungle,Kha’Zix,0,10,3,4,145,41,1,23406,13484,2.0,0,-0.37
M00507,P031,A,Top,Fiora,0,13,4,4,235,40,3,34218,17955,0.0,0,0.68
M00507,P020,A,Jungle,Lee Sin,0,7,9,3,155,36,0,18894,14449,2.0,0,-1.12
M00507,P051,A,Support,Alistar,0,8,6,7,28,43,3,27304,12742,1.0,0,-0.4
M00507,P076,B,Mid,Yasuo,1,18,3,7,253,32,3,32511,18386,3.0,0,0.92
M00507,P016,B,Top,Fiora,1,7,6,8,236,36,5,30551,15076,5.0,0,-0.96
M00507,P007,B,Top,Ornn,1,11,2,9,206,26,3,25463,17730,4.0,0,-0.34
M00507,P010,B,Bottom,Ezreal,1,6,4,6,259,25,3,27504,15243,4.0,0,-0.98
M00507,P024,B,Mid,Viktor,1,9,5,6,242,24,3,28281,15765,3.0,0,-0.09
M00508,P076,A,Mid,Viktor,1,10,2,10,219,37,1,30144,16689,3.0,0,2.0
M00508,P070,A,Mid,Viktor,1,6,5,5,270,37,1,27866,16677,2.0,0,1.67
M00508,P032,A,Support,Leona,1,8,7,9,41,40,2,23606,10993,4.0,0,1.24
M00508,P062,A,Jungle,Nocturne,1,6,4,9,165,20,5,24416,13876,4.0,0,0.2
M00508,P016,A,Top,Renekton,1,4,3,13,239,26,1,21361,15822,2.0,0,0.55
M00508,P002,B,Support,Lulu,0,5,8,7,44,38,4,20670,10147,1.0,0,0.49
M00508,P035,B,Mid,Yasuo,0,3,4,4,230,43,4,30053,13299,6.0,0,-0.66
M00508,P075,B,Support,Rakan,0,8,5,8,53,37,4,25975,12409,6.0,0,0.78
M00508,P050,B,Support,Leona,0,6,6,10,42,42,3,22157,12822,3.0,0,-0.85
M00508,P080,B,Mid,Ahri,0,9,5,9,253,37,2,25710,15419,0.0,0,-1.9
M00509,P031,A,Top,Darius,1,11,3,12,185,37,2,23333,14205,4.0,0,-0.5
M00509,P042,A,Mid,Syndra,1,8,6,16,172,22,1,26324,15186,5.0,0,2.23
M00509,P047,A,Mid,Vex,1,9,7,9,166,36,1,25213,14111,5.0,1,-0.4
M00509,P054,A,Bottom,Ezreal,1,7,3,3,224,19,2,28633,13867,1.0,0,-0.02
M00509,P067,A,Bottom,Ezreal,1,6,2,12,169,34,1,25601,13741,3.0,0,0.49
M00509,P055,B,Bottom,Tristana,0,2,4,4,194,21,0,24715,12329,2.0,0,-0.05
M00509,P019,B,Jungle,Sejuani,0,7,1,6,130,25,3,24299,13300,4.0,0,0.6
M00509,P022,B,Support,Rakan,0,6,3,7,62,41,2,15326,12329,1.0,0,0.76
M00509,P003,B,Support,Lulu,0,5,3,13,56,41,3,19486,11018,3.0,0,1.87
M00509,P005,B,Top,Malphite,0,3,7,4,147,25,1,25354,11012,0.0,1,0.12
M00510,P073,A,Mid,Syndra,1,8,9,14,133,14,2,22567,13361,3.0,0,-0.05
M00510,P008,A,Jungle,Lee Sin,1,7,7,10,102,15,4,22347,14351,4.0,0,1.46
M00510,P042,A,Mid,Syndra,1,14,7,9,160,28,1,28636,17603,5.0,0,1.01
M00510,P021,A,Top,Fiora,1,18,5,8,135,26,5,28912,14891,4.0,0,-1.04
M00510,P011,A,Mid,Akali,1,7,4,7,137,24,1,28247,13335,4.0,0,-0.39
M00510,P058,B,Support,Braum,0,5,9,1,28,35,5,21714,10807,1.0,0,-1.06
M00510,P022,B,Support,Braum,0,3,6,3,17,24,7,20970,9968,1.0,0,-0.6
M00510,P050,B,Support,Lulu,0,6,4,11,11,30,6,21475,9636,1.0,0,0.65
M00510,P078,B,Support,Nautilus,0,7,8,10,29,36,5,21671,12299,2.0,0,-1.17
M00510,P005,B,Top,Renekton,0,3,10,5,130,21,3,21927,11703,2.0,1,-0.94
M00511,P080,A,Mid,Akali,0,9,1,8,198,30,2,22607,14295,1.0,1,0.7
M00511,P001,A,Support,Rakan,0,9,4,12,27,38,4,25224,13383,2.0,0,-1.8
M00511,P034,A,Support,Nautilus,0,7,7,13,48,29,4,19007,9343,1.0,0,1.43
M00511,P064,A,Jungle,Elise,0,5,6,3,139,25,0,25546,11987,2.0,0,0.51
M00511,P028,A,Top,Camille,0,8,6,7,166,27,1,24533,14176,2.0,1,0.21
M00511,P069,B,Bottom,Caitlyn,1,8,2,10,199,28,1,27524,14331,1.0,0,-1.7
M00511,P050,B,Support,Nautilus,1,9,5,10,54,47,5,25461,10957,1.0,0,1.96
M00511,P052,B,Support,Morgana,1,8,3,9,18,17,2,23738,12426,5.0,0,1.96
M00511,P029,B,Bottom,Lucian,1,10,1,9,192,24,4,27236,15875,0.0,0,0.32
M00511,P009,B,Support,Alistar,1,7,6,7,40,30,3,16685,10762,3.0,0,1.14
M00512,P020,A,Jungle,Kha’Zix,0,7,5,5,133,21,2,22935,13115,0.0,0,0.13
M00512,P030,A,Top,Darius,0,7,4,2,180,46,5,25651,14866,2.0,0,-2.07
M00512,P040,A,Support,Rakan,0,5,8,8,39,27,3,26553,11926,4.0,0,1.75
M00512,P027,A,Jungle,Nocturne,0,6,5,4,113,29,1,20724,11846,1.0,1,0.01
M00512,P037,A,Jungle,Jarvan IV,0,11,2,3,93,29,0,30086,12270,1.0,0,-0.66
M00512,P077,B,Bottom,Caitlyn,1,7,6,8,239,40,2,24175,15446,5.0,1,-0.57
M00512,P023,B,Top,Camille,1,13,6,5,169,24,1,27053,15659,1.0,0,1.84
M00512,P070,B,Mid,Yasuo,1,11,3,4,184,22,3,32401,15847,2.0,0,-0.27
M00512,P050,B,Support,Morgana,1,8,7,11,38,23,2,19083,10988,1.0,0,-0.8
M00512,P029,B,Bottom,Ezreal,1,4,2,5,196,30,1,24463,14233,4.0,0,-0.5
M00513,P025,A,Bottom,Caitlyn,1,6,5,13,286,38,1,21888,15068,4.0,0,0.75
M00513,P022,A,Support,Rakan,1,7,7,11,34,53,3,29537,11542,4.0,0,1.42
M00513,P079,A,Mid,Twisted Fate,1,16,4,10,243,27,2,32823,17427,3.0,0,0.01
M00513,P033,A,Bottom,Ezreal,1,10,1,9,248,28,1,27862,16934,3.0,0,-0.2
M00513,P028,A,Top,Ornn,1,14,2,8,231,20,3,31349,14732,2.0,1,-0.71
M00513,P029,B,Bottom,Jinx,0,2,7,2,228,41,1,23052,13103,2.0,0,-0.6
M00513,P001,B,Support,Nautilus,0,6,5,10,66,50,6,30432,12278,2.0,0,0.34
M00513,P063,B,Jungle,Elise,0,4,3,5,143,30,3,19195,12851,2.0,0,-0.94
M00513,P070,B,Mid,Yasuo,0,5,4,2,225,45,2,23458,13539,2.0,0,-0.31
M00513,P045,B,Jungle,Kha’Zix,0,7,4,5,170,30,1,27418,14578,3.0,0,-0.67
M00514,P069,A,Bottom,Lucian,1,9,7,6,300,35,2,28312,14848,1.0,0,0.57
M00514,P073,A,Mid,Akali,1,8,7,7,275,27,3,31685,17477,3.0,0,-1.2
M00514,P067,A,Bottom,Kai’Sa,1,6,4,11,307,34,0,25972,16801,2.0,0,-0.18
M00514,P064,A,Jungle,Jarvan IV,1,4,4,10,182,41,2,20938,12892,5.0,0,0.33
M00514,P059,A,Mid,Vex,1,3,4,13,294,45,3,21676,14299,1.0,0,0.37
M00514,P022,B,Support,Leona,0,8,5,15,19,38,6,25303,11789,2.0,0,-1.93
M00514,P014,B,Mid,Akali,0,9,7,5,243,21,3,22650,16462,0.0,0,-1.5
M00514,P077,B,Bottom,Lucian,0,10,5,6,226,45,0,28002,16702,2.0,0,0.52
M00514,P051,B,Support,Braum,0,8,5,7,49,41,4,27167,11470,3.0,0,-0.29
M00514,P030,B,Top,Malphite,0,11,4,6,196,31,4,25249,17062,1.0,0,1.34
M00515,P076,A,Mid,Vex,1,5,5,12,208,31,2,21904,14066,5.0,0,0.79
M00515,P052,A,Support,Braum,1,11,5,5,38,42,5,26098,12327,2.0,0,1.54
M00515,P018,A,Top,Ornn,1,4,8,11,201,29,5,22264,13113,4.0,1,0.91
M00515,P013,A,Mid,Ahri,1,8,6,9,178,35,6,28833,13009,1.0,0,3.05
M00515,P011,A,Mid,Vex,1,11,7,11,206,25,1,27579,14201,2.0,0,0.62
M00515,P012,B,Jungle,Jarvan IV,0,8,6,9,160,23,1,21733,12692,1.0,1,-1.18
M00515,P078,B,Support,Alistar,0,4,7,11,49,51,3,25868,12260,2.0,0,0.48
M00515,P005,B,Top,Darius,0,4,11,5,199,29,1,11679,13725,2.0,0,0.34
M00515,P002,B,Support,Thresh,0,6,8,9,20,40,6,23910,11192,0.0,1,1.03
M00515,P027,B,Jungle,Lee Sin,0,6,5,8,142,42,2,21068,14051,3.0,1,1.77
M00516,P007,A,Top,Gnar,1,17,4,7,300,46,1,28465,16836,1.0,0,-0.34
M00516,P035,A,Mid,Vex,1,8,8,5,279,47,1,22681,15222,1.0,0,-0.77
M00516,P048,A,Support,Thresh,1,8,1,9,59,44,7,24917,13648,6.0,0,0.5
M00516,P032,A,Support,Alistar,1,7,2,9,71,45,5,33941,11116,2.0,0,0.47
M00516,P015,A,Bottom,Kai’Sa,1,14,9,8,302,42,2,35656,18241,2.0,0,0.35
M00516,P030,B,Top,Malphite,0,10,6,6,255,29,1,27833,14710,0.0,0,0.23
M00516,P019,B,Jungle,Sejuani,0,5,6,4,210,43,2,27134,11422,3.0,0,-0.24
M00516,P061,B,Mid,Akali,0,6,5,5,267,47,1,25061,16083,2.0,0,-0.86
M00516,P002,B,Support,Lulu,0,9,6,12,76,40,7,31431,12711,3.0,0,-0.33
M00516,P063,B,Jungle,Elise,0,8,8,9,152,53,2,26090,14541,2.0,0,0.03
M00517,P012,A,Jungle,Lee Sin,0,12,11,14,178,36,1,26633,15970,4.0,1,1.12
M00517,P006,A,Jungle,Viego,0,3,10,0,186,35,4,23532,10925,2.0,0,-0.37
M00517,P073,A,Mid,Akali,0,5,10,3,257,49,2,23530,13150,3.0,0,0.31
M00517,P066,A,Mid,Vex,0,8,4,7,263,38,2,31498,14047,2.0,0,0.18
M00517,P055,A,Bottom,Kai’Sa,0,5,9,4,284,45,3,20958,15084,4.0,0,-0.6
M00517,P071,B,Jungle,Jarvan IV,1,13,3,8,193,42,1,25840,15037,4.0,0,-0.45
M00517,P070,B,Mid,Akali,1,6,2,12,274,33,3,25890,14428,2.0,1,0.47
M00517,P077,B,Bottom,Ashe,1,13,1,6,265,46,2,27276,17507,1.0,0,1.7
M00517,P036,B,Jungle,Graves,1,9,6,8,208,30,1,26681,14788,2.0,0,0.17
M00517,P030,B,Top,Renekton,1,6,8,7,264,45,1,22593,15074,3.0,0,0.06
M00518,P075,A,Support,Morgana,1,5,3,8,46,37,3,20624,11513,3.0,0,-1.31
M00518,P059,A,Mid,Yasuo,1,9,6,3,204,38,1,24131,13872,4.0,0,1.34
M00518,P004,A,Bottom,Jinx,1,6,7,13,241,36,2,26447,15112,1.0,0,0.01
M00518,P032,A,Support,Braum,1,3,6,12,12,38,6,27290,10663,5.0,0,1.45
M00518,P056,A,Bottom,Kai’Sa,1,2,3,5,230,27,5,27687,13449,1.0,1,2.47
M00518,P024,B,Mid,Viktor,0,8,7,3,200,21,1,24647,15291,1.0,0,0.16
M00518,P066,B,Mid,Yasuo,0,4,4,4,211,25,8,23511,14094,0.0,0,-0.93
M00518,P017,B,Bottom,Xayah,0,9,2,5,233,35,1,29720,14091,1.0,0,-0.86
M00518,P074,B,Top,Darius,0,3,3,7,184,29,1,17865,13716,1.0,1,0.73
M00518,P073,B,Mid,Orianna,0,6,6,1,211,31,3,24785,15241,1.0,1,0.18
M00519,P074,A,Top,Fiora,1,3,9,8,166,28,7,24522,14121,3.0,0,-0.54
M00519,P070,A,Mid,Yasuo,1,10,6,7,119,29,1,30180,14728,1.0,0,-1.23
M00519,P016,A,Top,Fiora,1,9,4,14,129,36,1,26044,12890,2.0,0,0.58
M00519,P032,A,Support,Leona,1,12,4,13,49,37,5,21904,13804,4.0,0,0.07
M00519,P017,A,Bottom,Kai’Sa,1,12,6,12,141,31,2,28367,14600,2.0,1,0.71
M00519,P078,B,Support,Nautilus,0,9,5,9,21,36,2,25658,12027,0.0,0,-0.43
M00519,P020,B,Jungle,Jarvan IV,0,8,3,3,82,22,1,25803,10893,5.0,0,-0.1
M00519,P061,B,Mid,Orianna,0,14,7,0,186,23,5,30765,15741,1.0,0,-1.1
M00519,P022,B,Support,Braum,0,8,3,11,38,41,4,21790,10833,2.0,0,-0.03
M00519,P055,B,Bottom,Tristana,0,3,3,6,202,37,4,24542,12661,2.0,1,1.0
M00520,P054,A,Bottom,Caitlyn,1,5,5,10,315,33,1,26662,15479,3.0,0,0.78
M00520,P007,A,Top,Gnar,1,11,3,7,260,32,2,24486,15223,3.0,0,0.96
M00520,P024,A,Mid,Viktor,1,15,5,3,306,31,2,34376,19499,4.0,1,-1.53
M00520,P011,A,Mid,Orianna,1,7,5,7,317,38,4,32698,16575,4.0,0,1.12
M00520,P049,A,Mid,Akali,1,5,5,7,276,45,0,25460,13128,5.0,0,-0.92
M00520,P032,B,Support,Thresh,0,6,8,9,62,40,2,20664,12716,1.0,0,-0.49
M00520,P042,B,Mid,Twisted Fate,0,4,5,6,258,28,5,26914,13719,5.0,0,0.39
M00520,P071,B,Jungle,Kha’Zix,0,10,7,2,182,36,4,28448,14622,2.0,0,1.38
M00520,P052,B,Support,Braum,0,7,6,4,95,39,8,28988,11249,3.0,0,-0.22
M00520,P068,B,Support,Lulu,0,1,6,9,49,51,8,24014,9855,3.0,0,0.21
M00521,P031,A,Top,Aatrox,0,6,5,3,183,29,2,18159,13143,4.0,0,-0.09
M00521,P018,A,Top,Darius,0,3,7,4,190,26,2,20896,12964,2.0,1,1.15
M00521,P072,A,Jungle,Graves,0,5,5,7,139,35,0,18992,13005,4.0,0,-1.4
M00521,P055,A,Bottom,Ashe,0,5,6,7,232,28,1,24335,15523,2.0,0,-0.11
M00521,P065,A,Jungle,Viego,0,7,5,6,137,37,2,23870,13536,0.0,0,-0.46
M00521,P045,B,Jungle,Graves,1,7,6,8,154,32,2,23908,13535,2.0,0,-1.87
M00521,P058,B,Support,Lulu,1,5,7,10,91,29,2,18060,12316,0.0,0,0.4
M00521,P029,B,Bottom,Xayah,1,10,9,8,192,23,1,27292,15029,3.0,0,1.21
M00521,P044,B,Mid,Akali,1,10,8,6,196,26,2,29608,15784,3.0,0,0.99
M00521,P023,B,Top,Malphite,1,10,4,6,179,34,0,18277,15045,1.0,0,0.97
M00522,P033,A,Bottom,Caitlyn,1,7,2,9,238,21,0,32610,14135,3.0,0,0.12
M00522,P043,A,Mid,Akali,1,7,4,10,188,33,1,23494,14855,2.0,1,0.07
M00522,P042,A,Mid,Viktor,1,14,5,12,220,30,3,34545,17812,1.0,0,1.44
M00522,P072,A,Jungle,Viego,1,8,2,11,152,33,0,19568,14539,2.0,0,1.46
M00522,P055,A,Bottom,Tristana,1,5,9,17,237,28,2,24872,15293,1.0,0,0.7
M00522,P068,B,Support,Lulu,0,5,7,9,20,33,8,25133,11844,1.0,0,-1.03
M00522,P045,B,Jungle,Nocturne,0,8,3,6,129,40,5,27104,14945,2.0,0,-0.27
M00522,P011,B,Mid,Akali,0,12,2,7,206,28,2,27746,14821,1.0,0,-0.43
M00522,P077,B,Bottom,Ezreal,0,2,9,7,211,26,3,29684,14738,1.0,0,-1.17
M00522,P069,B,Bottom,Jinx,0,7,4,7,212,38,3,23468,13817,2.0,0,0.75
M00523,P039,A,Bottom,Jinx,0,2,9,3,195,17,1,25734,13298,1.0,1,-2.18
M00523,P035,A,Mid,Syndra,0,7,6,2,177,33,3,28849,13859,2.0,1,0.33
M00523,P008,A,Jungle,Jarvan IV,0,10,6,6,111,29,1,26122,12652,5.0,0,0.56
M00523,P078,A,Support,Morgana,0,8,7,2,34,23,6,26016,11360,1.0,0,0.04
M00523,P020,A,Jungle,Lee Sin,0,11,5,7,129,36,2,30400,12844,2.0,0,-0.68
M00523,P017,B,Bottom,Lucian,1,6,5,11,272,33,3,25245,15796,3.0,0,1.05
M00523,P046,B,Mid,Vex,1,13,9,6,189,25,1,31349,16357,1.0,0,3.03
M00523,P021,B,Top,Darius,1,15,3,6,189,43,4,28572,15409,4.0,0,-0.2
M00523,P018,B,Top,Gnar,1,11,11,3,181,26,2,32051,14847,2.0,0,0.25
M00523,P066,B,Mid,Syndra,1,11,10,7,227,32,4,32089,15379,1.0,0,0.92
M00524,P039,A,Bottom,Kai’Sa,0,4,4,4,176,34,4,18735,13150,3.0,1,-1.12
M00524,P010,A,Bottom,Kai’Sa,0,4,6,8,154,23,8,19367,12816,2.0,0,-0.19
M00524,P011,A,Mid,Viktor,0,7,4,7,155,18,1,24050,13919,0.0,0,-1.4
M00524,P021,A,Top,Malphite,0,10,2,7,179,22,1,27862,15630,3.0,0,-0.06
M00524,P028,A,Top,Fiora,0,2,6,2,180,29,4,15455,14079,2.0,0,1.24
M00524,P055,B,Bottom,Jinx,1,11,7,10,197,27,2,25880,14111,3.0,0,0.57
M00524,P042,B,Mid,Vex,1,7,2,17,203,31,1,19941,14803,2.0,0,-1.03
M00524,P037,B,Jungle,Jarvan IV,1,9,3,12,137,31,2,24680,14132,6.0,1,-0.02
M00524,P076,B,Mid,Twisted Fate,1,6,7,6,187,36,2,26521,12833,0.0,0,-0.1
M00524,P026,B,Bottom,Tristana,1,8,5,12,210,31,6,24933,15683,1.0,0,-0.39
M00525,P079,A,Mid,Viktor,0,10,5,5,143,19,5,29879,11906,1.0,0,-1.29
M00525,P008,A,Jungle,Jarvan IV,0,6,5,5,44,18,1,22599,10190,2.0,1,-0.61
M00525,P052,A,Support,Nautilus,0,6,7,5,11,28,2,18053,8699,0.0,0,1.21
M00525,P070,A,Mid,Vex,0,8,7,6,117,24,3,22119,13545,3.0,0,-1.43
M00525,P033,A,Bottom,Xayah,0,7,1,7,161,22,4,24318,14174,1.0,0,1.01
M00525,P080,B,Mid,Yasuo,1,4,8,3,99,27,1,23787,11307,2.0,0,1.2
M00525,P074,B,Top,Fiora,1,4,5,12,128,32,3,20920,11193,1.0,0,-0.39
M00525,P043,B,Mid,Twisted Fate,1,6,2,9,160,25,0,27120,13866,0.0,0,-0.07
M00525,P049,B,Mid,Ahri,1,7,6,8,152,17,1,20754,13983,4.0,0,-0.75
M00525,P041,B,Jungle,Kha’Zix,1,10,2,8,113,17,2,30282,13818,2.0,0,-0.06
M00526,P066,A,Mid,Viktor,1,13,7,9,221,31,2,29574,15901,3.0,1,-1.33
M00526,P042,A,Mid,Syndra,1,6,2,4,245,29,0,20590,16040,1.0,0,1.43
M00526,P055,A,Bottom,Xayah,1,12,4,8,227,18,0,34591,16886,1.0,0,0.94
M00526,P052,A,Support,Leona,1,12,5,7,12,40,6,25286,13300,1.0,0,0.28
M00526,P002,A,Support,Morgana,1,4,2,8,57,30,5,25965,10483,3.0,0,0.26
M00526,P080,B,Mid,Yasuo,0,7,10,4,219,32,3,26728,14731,0.0,0,-1.28
