match_id,team_a_dragons,team_b_dragons,team_a_barons,team_b_barons,team_a_towers,team_b_towers
M00870,3,0,0,0,5,4
M00871,5,2,0,0,4,7
M00872,2,4,0,0,2,4
M00873,1,1,0,0,5,9
M00874,1,1,0,0,7,5
M00875,2,2,2,1,5,2
M00876,3,0,0,0,4,5
M00877,3,2,1,1,6,4
M00878,3,0,0,0,5,8
M00879,1,3,0,0,11,4
M00880,2,1,0,0,6,3
M00881,4,3,0,2,5,3
M00882,0,2,0,0,3,5
M00883,1,2,0,1,5,6
M00884,2,4,2,0,8,7
M00885,2,0,0,1,3,5
M00886,2,1,0,0,7,2
M00887,1,4,1,0,3,8
M00888,2,0,0,1,6,4
M00889,2,2,1,0,3,5
M00890,1,1,0,0,8,6
M00891,3,1,0,0,3,4
M00892,1,1,2,0,9,1
M00893,5,1,1,0,7,2
M00894,0,1,0,1,8,1
M00895,2,2,1,1,6,3
M00896,4,1,2,2,6,7
M00897,1,2,1,0,8,9
M00898,4,0,0,0,3,4
M00899,5,0,0,1,8,4
M00900,1,2,1,0,8,5
M00901,4,3,0,0,7,5
M00902,1,3,2,0,5,8
M00903,1,1,2,0,1,2
M00904,4,0,1,0,4,3
M00905,2,1,0,0,8,4
M00906,3,3,0,0,4,4
M00907,1,0,2,0,4,7
M00908,2,1,0,1,5,6
M00909,3,2,0,0,5,7
M00910,4,1,0,0,3,5
M00911,4,2,0,0,2,7
M00912,3,3,1,0,4,3
M00913,4,3,0,1,5,6
M00914,0,1,0,0,5,5
M00915,5,0,0,0,6,6
M00916,1,0,1,0,5,6
M00917,2,5,0,0,7,8
M00918,3,1,0,0,5,6
M00919,0,3,0,0,3,3
M00920,4,0,0,1,8,2
M00921,1,1,0,1,3,8
M00922,2,2,0,0,3,6
M00923,0,2,0,2,2,7
M00924,4,0,0,1,6,8
M00925,3,1,0,0,6,5
M00926,2,3,0,1,6,3
M00927,3,1,0,0,4,6
M00928,4,1,0,0,5,2
M00929,3,3,1,0,9,6
M00930,4,0,1,0,7,6
M00931,2,2,0,0,4,8
M00932,2,1,0,1,3,5
M00933,3,1,0,0,3,5
M00934,2,3,0,0,6,7
M00935,3,0,1,0,2,5
M00936,3,1,0,0,3,4
M00937,2,3,0,2,3,5
M00938,2,2,1,0,5,2
M00939,1,2,1,0,8,9
M00940,5,1,2,0,4,1
M00941,2,2,0,1,2,6
M00942,3,2,1,2,5,1
M00943,3,3,0,0,5,9
M00944,6,1,0,1,8,1
M00945,2,4,1,0,4,9
M00946,1,1,1,0,1,6
M00947,2,2,0,2,2,4
M00948,2,1,0,0,11,1
M00949,4,0,0,0,6,3
M00950,5,1,2,0,7,5
M00951,3,3,0,1,5,9
M00952,4,2,1,0,10,7
M00953,2,1,0,0,5,5
M00954,4,1,0,0,4,9
M00955,1,0,0,2,4,4
M00956,2,3,0,0,1,7
M00957,2,3,0,0,4,9
M00958,3,1,0,0,9,1
M00959,6,1,0,0,8,6
M00960,1,3,0,0,2,3
M00961,2,1,1,0,2,7
M00962,3,1,0,1,2,6
M00963,1,2,0,0,3,5
M00964,1,3,0,2,6,10
M00965,1,3,0,0,7,2
M00966,2,3,0,1,3,6
M00967,4,2,0,1,7,3
M00968,2,0,0,0,4,3
M00969,4,0,0,0,4,5
M00970,0,0,0,1,2,4
M00971,2,2,0,0,6,3
M00972,2,0,1,0,1,5
M00973,3,1,1,1,5,7
M00974,2,2,1,0,4,8
M00975,5,0,1,0,3,3
M00976,3,0,0,0,5,9
M00977,2,0,1,0,9,5
M00978,6,1,0,0,8,7
M00979,2,2,0,0,2,7
M00980,1,0,0,0,5,7
M00981,4,2,0,0,1,5
M00982,1,2,0,1,5,11
M00983,3,1,1,0,10,3
M00984,3,3,0,1,6,7
M00985,3,0,2,0,8,2
M00986,3,4,1,0,4,8
M00987,6,2,2,0,6,6
M00988,4,1,0,0,8,6
M00989,3,4,0,0,5,10
M00990,3,1,1,0,7,6
M00991,2,3,0,1,4,5
M00992,5,3,1,0,3,8
M00993,4,1,0,1,5,6
M00994,5,0,1,0,5,3
M00995,2,0,0,0,6,1
M00996,2,2,0,0,4,2
M00997,2,1,0,2,4,5
M00998,1,2,2,1,2,9
M00999,4,0,1,0,4,8
M01000,3,0,0,2,4,4
M01001,2,4,0,0,5,8
M01002,2,0,1,0,5,6
M01003,4,0,0,1,4,2
M01004,0,1,1,0,4,4
M01005,2,0,0,0,2,4
M01006,2,1,1,0,9,7
M01007,3,1,1,0,7,8
M01008,1,3,1,1,3,3
M01009,2,0,1,0,6,3
M01010,3,2,0,1,2,4
M01011,2,2,2,0,7,3
M01012,0,3,1,0,3,9
M01013,5,2,0,2,6,3
M01014,2,0,0,1,3,9
M01015,5,1,1,0,8,3
M01016,3,0,1,0,2,3
M01017,2,1,0,0,1,1
M01018,1,0,1,0,11,6
M01019,2,0,1,0,6,7
M01020,3,0,2,0,7,4
M01021,2,1,0,1,3,6
M01022,3,1,0,0,10,4
M01023,1,0,2,1,3,2
M01024,0,2,0,1,2,7
M01025,3,3,0,0,6,8
M01026,3,0,0,0,5,5
M01027,3,2,2,0,8,3
M01028,5,1,1,0,7,6
M01029,1,1,0,0,5,3
M01030,4,1,0,0,2,5
M01031,4,1,1,0,10,1
M01032,5,1,1,1,7,4
M01033,2,0,1,0,2,3
M01034,3,3,0,0,2,7
M01035,2,3,0,0,5,6
M01036,0,0,1,0,4,5
M01037,2,0,1,0,3,5
M01038,4,4,0,1,4,4
M01039,5,0,0,0,3,2
M01040,2,0,0,0,7,4
M01041,6,1,0,0,4,2
M01042,3,0,0,0,2,3
M01043,4,0,0,1,10,6
M01044,3,1,1,0,6,4
M01045,3,2,0,0,5,3
M01046,5,0,0,0,2,2
M01047,4,2,0,0,4,6
M01048,3,3,1,0,7,5
M01049,1,1,1,0,5,4
M01050,2,2,0,0,7,7
M01051,1,2,0,0,6,8
M01052,3,0,0,0,9,4
M01053,3,1,0,2,2,1
M01054,3,0,2,0,4,5
M01055,2,1,0,1,5,7
M01056,2,2,0,0,6,3
M01057,4,3,0,1,1,6
M01058,1,6,0,1,5,11
M01059,3,1,0,0,9,1
M01060,1,2,2,1,4,5
M01061,1,1,1,0,7,4
M01062,1,1,0,1,6,2
M01063,3,3,1,0,2,6
M01064,3,1,1,0,6,4
M01065,1,0,0,0,5,3
M01066,2,0,0,0,9,5
M01067,0,0,1,0,2,9
M01068,1,0,0,0,7,3
M01069,4,0,0,1,6,3
M01070,2,1,1,1,2,7
M01071,1,1,0,0,8,5
M01072,2,0,0,0,4,2
M01073,2,0,0,1,3,5
M01074,4,0,0,0,8,4
M01075,3,1,1,2,4,7
M01076,2,1,1,0,7,3
M01077,2,3,0,1,2,6
M01078,3,2,1,0,4,4
M01079,3,1,1,2,6,5
M01080,4,0,1,0,7,6
M01081,5,0,0,1,7,4
M01082,4,0,0,0,4,3
M01083,3,2,0,2,7,8
M01084,2,0,0,1,5,3
M01085,3,1,0,0,4,7
M01086,2,0,0,1,8,8
M01087,3,2,1,0,5,9
M01088,6,0,0,0,8,2
M01089,3,1,0,0,6,1
M01090,1,2,0,1,3,5
M01091,6,4,0,1,5,4
M01092,6,0,0,1,6,3
M01093,0,0,1,0,4,4
M01094,1,2,1,2,2,6
M01095,5,0,2,0,9,4
M01096,0,2,1,0,5,4
M01097,1,2,1,1,7,1
M01098,6,1,1,0,6,6
M01099,0,1,1,0,5,7
M01100,2,2,1,0,2,6
M01101,6,0,0,1,8,4
M01102,3,0,0,0,3,6
M01103,1,1,0,0,5,5
M01104,4,1,1,0,8,2
M01105,2,3,1,0,3,8
M01106,2,3,1,0,3,8
M01107,3,0,1,0,6,6
M01108,4,0,0,0,2,3
M01109,3,1,0,1,3,3
M01110,3,0,0,0,5,2
M01111,0,1,2,0,2,5
M01112,1,0,1,0,3,8
M01113,5,1,2,0,6,6
M01114,4,0,1,1,3,4
M01115,6,1,0,1,2,7
M01116,1,2,0,0,3,2
M01117,1,2,0,0,4,9
M01118,2,1,0,1,1,8
M01119,0,3,0,0,7,9
M01120,2,1,2,0,9,1
M01121,3,1,1,0,6,4
M01122,2,0,0,0,8,1
M01123,1,0,1,0,2,7
M01124,3,1,1,1,1,5
M01125,5,0,0,1,9,3
M01126,0,0,0,1,4,3
M01127,1,1,1,0,4,5
M01128,1,2,1,0,6,5
M01129,1,0,0,1,2,8
M01130,2,1,0,1,3,10
M01131,1,0,1,0,6,6
M01132,0,1,0,0,9,5
M01133,5,2,0,0,4,7
M01134,3,0,2,0,3,4
M01135,0,1,0,1,9,2
M01136,4,1,0,0,3,1
M01137,1,0,1,0,4,5
M01138,2,0,0,2,9,2
M01139,3,5,1,0,3,4
M01140,0,0,1,1,4,5
M01141,2,3,0,0,1,7
M01142,0,0,0,0,3,6
M01143,4,0,0,0,7,4
M01144,2,4,1,1,6,5
M01145,1,2,0,0,7,5
M01146,1,0,0,0,3,4
M01147,6,1,1,0,3,5
M01148,3,3,0,0,4,7
M01149,1,2,1,0,1,4
M01150,2,2,0,1,5,7
M01151,4,1,2,0,5,4
M01152,6,2,0,1,5,3
M01153,0,3,0,0,4,10
M01154,1,1,1,0,5,3
M01155,2,1,0,0,5,6
M01156,2,0,0,2,7,6
M01157,1,2,0,0,5,4
M01158,1,1,1,0,7,3
M01159,1,2,1,1,4,5
M01160,0,0,0,1,3,8
M01161,3,3,1,1,2,3
M01162,2,0,0,0,6,4
M01163,2,0,0,0,4,3
M01164,4,1,0,0,7,8
M01165,3,3,0,1,2,7
M01166,5,1,0,0,6,2
M01167,2,0,1,1,6,6
M01168,1,0,2,0,7,2
M01169,6,3,1,0,3,2
M01170,2,2,0,0,6,3
M01171,2,3,0,1,4,7
M01172,3,1,0,0,5,3
M01173,3,1,1,1,1,5
M01174,3,0,0,0,8,5
M01175,1,4,0,0,3,9
M01176,2,0,1,1,7,7
M01177,1,1,1,0,3,8
M01178,5,0,1,1,6,5
M01179,4,5,1,0,3,7
M01180,6,0,2,1,1,3
M01181,2,1,1,0,9,3
M01182,2,1,0,0,4,2
M01183,2,2,1,0,1,2
M01184,4,1,0,2,1,6
M01185,5,1,1,0,4,5
M01186,2,0,1,1,6,2
M01187,1,2,1,0,9,4
M01188,3,0,0,0,1,2
M01189,2,2,1,1,7,5
M01190,5,0,0,1,3,7
M01191,2,0,0,0,6,3
M01192,3,1,1,2,3,4
M01193,6,1,0,0,10,6
M01194,0,3,0,0,3,1
M01195,4,0,0,1,3,2
M01196,3,2,1,0,2,2
M01197,4,0,0,0,2,6
M01198,0,3,0,0,6,7
M01199,4,1,1,1,8,3
M01200,2,4,0,1,2,7
M01201,3,1,0,0,6,6
M01202,0,1,1,1,6,5
M01203,3,2,0,0,6,1
M01204,6,0,0,0,9,3
M01205,3,2,0,0,7,6
M01206,1,0,1,1,4,10
M01207,2,2,0,2,2,6
M01208,2,2,0,0,4,5
M01209,2,0,0,0,5,2
M01210,2,2,0,0,5,8
M01211,4,0,0,0,9,4
M01212,6,0,0,1,5,5
M01213,2,1,0,0,1,5
M01214,2,1,1,1,7,7
M01215,6,3,0,0,5,4
M01216,1,2,0,0,4,11
M01217,3,0,0,1,9,7
M01218,3,1,1,0,5,9
M01219,1,0,0,1,7,1
M01220,4,2,0,1,4,3
M01221,1,0,0,0,6,4
M01222,1,1,1,0,4,3
M01223,2,0,0,0,8,3
M01224,3,2,0,0,1,3
M01225,3,6,1,0,5,5
M01226,1,1,1,1,2,8
M01227,2,3,0,0,10,2
M01228,3,2,0,2,6,10
M01229,0,4,0,0,5,4
M01230,0,1,2,0,6,1
M01231,2,0,0,0,10,2
M01232,2,1,2,0,3,4
M01233,2,0,2,0,3,4
M01234,3,0,0,0,8,5
M01235,2,3,0,0,7,5
M01236,1,0,2,0,8,6
M01237,4,2,0,2,4,3
M01238,3,1,1,0,7,4
M01239,2,1,1,0,5,3
M01240,3,0,2,0,5,8
M01241,2,0,0,0,4,5
M01242,1,3,0,2,6,4
M01243,2,0,0,1,4,2
M01244,2,1,0,1,9,3
M01245,6,2,2,0,5,2
M01246,4,2,0,1,4,7
M01247,4,0,1,1,4,1
M01248,4,1,0,0,9,5
M01249,0,3,0,0,1,9
M01250,5,1,1,0,7,5
M01251,1,2,0,1,3,6
M01252,4,0,0,0,10,7
M01253,2,3,0,1,2,6
M01254,3,3,0,1,3,4
M01255,0,0,0,1,9,5
M01256,0,1,0,0,2,6
M01257,6,1,0,1,4,8
M01258,1,0,0,1,5,5
M01259,3,4,0,0,2,6
M01260,0,3,1,1,4,6
M01261,1,2,0,0,3,2
M01262,3,1,0,1,5,2
M01263,2,4,2,0,5,5
M01264,2,3,0,0,2,8
M01265,5,2,0,0,6,5
M01266,4,1,0,0,3,3
M01267,3,2,0,0,4,7
M01268,2,1,1,0,5,8
M01269,2,3,0,1,4,5
M01270,2,4,0,0,4,8
M01271,1,1,0,0,7,6
M01272,2,0,0,0,11,1
M01273,3,0,0,0,5,6
M01274,1,0,0,0,3,5
M01275,0,1,1,0,2,8
M01276,3,2,0,0,4,6
M01277,6,1,2,1,6,4
M01278,2,2,0,1,6,6
M01279,3,2,0,0,6,3
M01280,0,4,0,0,4,7
M01281,2,1,0,0,5,8
M01282,2,0,1,0,5,3
M01283,1,1,0,0,8,3
M01284,1,0,0,1,11,7
M01285,6,2,2,0,6,1
M01286,0,1,0,0,6,6
M01287,2,0,2,0,6,4
M01288,3,0,1,0,10,2
M01289,3,0,0,0,6,3
M01290,2,3,1,1,2,6
M01291,4,1,1,1,7,5
M01292,3,2,1,0,4,2
M01293,5,0,1,0,3,4
M01294,5,1,0,2,5,5
M01295,1,0,0,0,6,9
M01296,2,1,1,0,9,5
M01297,1,1,2,0,8,4
M01298,3,0,0,1,4,4
M01299,5,1,0,0,5,5
M01300,2,1,0,0,3,7
M01301,2,2,0,0,6,5
M01302,2,1,1,0,7,5
M01303,2,1,0,0,8,2
M01304,1,0,1,2,6,3
M01305,2,2,0,0,7,4
M01306,5,1,0,0,7,6
M01307,2,0,0,0,2,3
M01308,2,3,0,0,5,4
M01309,1,2,0,1,8,5
M01310,1,2,0,1,2,10
M01311,1,4,0,0,4,5
M01312,2,1,0,0,4,8
M01313,4,0,0,0,1,5
M01314,2,0,2,0,4,8
M01315,0,2,0,0,2,4
M01316,3,1,2,1,9,5
M01317,1,0,0,1,8,4
M01318,3,2,1,2,5,5
M01319,2,0,1,0,6,3
M01320,5,1,0,0,11,4
M01321,2,2,0,0,4,9
M01322,1,2,0,0,3,5
M01323,1,2,2,1,6,4
M01324,1,1,0,0,9,8
M01325,1,1,0,0,2,2
M01326,3,2,1,0,3,9
M01327,1,2,0,1,4,3
M01328,1,0,0,0,5,7
M01329,5,1,0,0,5,2
M01330,2,1,2,0,4,5
M01331,1,0,0,0,4,7
M01332,3,1,1,0,4,5
M01333,1,1,0,0,5,5
M01334,3,0,2,0,6,4
M01335,2,2,0,0,6,3
M01336,0,2,1,1,4,10
M01337,1,0,0,1,5,9
M01338,3,1,1,2,7,5
M01339,4,0,1,0,6,9
M01340,1,2,0,2,3,7
M01341,4,1,0,0,4,4
M01342,3,1,1,0,4,7
M01343,2,2,1,0,3,7
M01344,3,3,0,1,1,3
M01345,1,1,0,0,8,6
M01346,3,0,1,1,1,4
M01347,2,3,0,0,4,3
M01348,4,1,1,0,10,6
M01349,4,1,0,0,3,5
M01350,3,0,1,0,9,5
M01351,3,0,1,0,4,3
M01352,4,5,1,0,4,1
M01353,2,3,0,1,3,6
M01354,3,1,1,0,5,5
M01355,2,1,0,2,1,4
M01356,1,2,0,0,6,5
M01357,1,1,0,0,5,4
M01358,4,3,2,0,5,5
M01359,1,3,2,0,4,7
M01360,3,1,1,0,6,6
M01361,6,1,0,0,4,3
M01362,1,2,0,0,4,6
M01363,6,0,0,1,9,1
M01364,3,3,2,0,10,5
M01365,1,2,1,0,2,1
M01366,1,2,1,0,4,10
M01367,6,1,1,0,3,2
M01368,2,1,1,0,3,8
M01369,2,1,1,0,5,5
M01370,2,4,1,0,6,8
M01371,2,2,1,0,8,2
M01372,3,3,0,0,2,7
M01373,6,0,2,0,8,5
M01374,5,1,0,0,4,6
M01375,1,0,2,0,3,2
M01376,5,1,0,0,3,8
M01377,5,2,0,0,7,4
M01378,4,1,1,2,2,5
M01379,1,1,1,0,8,6
M01380,5,1,2,0,5,2
M01381,0,3,2,1,1,2
M01382,1,0,2,0,3,3
M01383,2,4,0,0,4,10
M01384,6,0,0,0,11,2
M01385,0,1,0,0,4,8
M01386,4,2,0,0,1,1
M01387,6,0,0,0,6,6
M01388,4,2,1,0,6,5
M01389,3,0,1,1,11,3
M01390,1,1,1,0,2,3
M01391,0,0,0,0,2,3
M01392,0,1,1,0,4,7
M01393,3,2,0,1,3,4
M01394,2,0,0,0,6,6
M01395,1,0,0,2,1,5
M01396,0,0,2,0,7,4
M01397,2,2,0,0,4,6
M01398,5,3,1,0,5,4
M01399,3,1,0,0,4,5
M01400,2,1,0,0,3,4
M01401,1,1,2,0,2,4
M01402,1,2,0,0,7,4
M01403,6,2,0,0,9,1
M01404,2,0,1,0,6,7
M01405,3,1,1,0,2,6
M01406,5,1,0,1,6,7
M01407,1,1,2,0,5,5
M01408,2,2,0,0,5,4
M01409,1,3,0,0,3,6
M01410,3,0,1,0,5,3
M01411,3,1,1,0,1,8
M01412,4,0,0,0,8,3
M01413,6,0,0,0,4,5
M01414,2,0,0,0,6,3
M01415,3,0,0,0,1,4
M01416,4,2,0,1,9,4
M01417,3,1,1,0,3,3
M01418,1,3,0,0,4,5
M01419,2,1,0,0,3,3
M01420,3,4,0,0,6,6
M01421,2,0,0,0,6,8
M01422,1,1,0,1,4,6
M01423,0,0,1,1,7,1
M01424,5,0,0,0,7,4
M01425,1,0,2,0,4,8
M01426,0,1,0,0,6,3
M01427,2,1,0,0,11,1
M01428,4,0,0,0,4,4
M01429,4,1,0,0,7,7
M01430,2,2,1,1,6,6
M01431,2,2,0,0,5,8
M01432,2,0,1,0,9,1
M01433,1,2,0,1,3,10
M01434,6,3,0,1,2,6
M01435,3,0,0,0,2,1
M01436,3,1,1,0,5,2
M01437,1,2,0,1,6,2
M01438,5,0,0,0,5,3
M01439,1,2,0,0,5,2
M01440,3,1,1,0,8,4
M01441,1,4,0,0,2,8
M01442,5,0,0,0,3,3
M01443,4,2,0,0,8,4
M01444,3,1,2,0,6,6
M01445,2,3,2,0,4,3
M01446,5,1,0,0,9,3
M01447,4,1,1,0,3,6
M01448,4,1,1,0,3,11
M01449,2,0,1,0,3,4
M01450,2,3,0,1,4,1
M01451,2,1,0,1,6,9
M01452,5,0,0,0,7,6
M01453,3,0,2,1,3,6
M01454,1,3,0,2,7,5
M01455,5,0,0,0,8,1
M01456,4,0,0,0,11,3
M01457,3,1,1,0,4,3
M01458,6,3,0,0,5,10
M01459,1,0,0,0,4,7
M01460,4,1,0,0,6,7
M01461,1,2,0,0,8,5
M01462,2,1,1,0,6,1
M01463,2,1,0,1,4,4
M01464,4,1,1,1,3,3
M01465,3,1,0,2,2,7
M01466,1,0,1,0,9,11
M01467,0,2,0,0,2,5
M01468,2,0,0,0,9,2
M01469,1,0,0,1,4,4
M01470,1,1,0,1,7,4
M01471,3,2,0,0,2,9
M01472,2,1,0,1,2,8
M01473,0,1,0,0,4,6
M01474,1,1,0,1,3,4
M01475,2,1,0,1,9,4
M01476,2,3,1,0,4,2
M01477,3,0,0,1,1,2
M01478,0,1,2,0,7,1
M01479,1,0,0,0,5,1
M01480,4,1,0,2,4,1
M01481,1,3,0,0,2,9
M01482,4,0,0,1,11,4
M01483,3,1,2,1,11,6
M01484,3,2,0,1,1,4
M01485,2,0,1,1,6,7
M01486,2,1,0,1,1,4
M01487,1,1,0,0,4,2
M01488,2,2,0,0,6,1
M01489,1,2,0,2,5,5
M01490,2,3,0,0,5,7
M01491,1,0,1,0,5,2
M01492,2,2,0,0,5,11
M01493,0,2,1,0,5,6
M01494,4,0,0,0,8,3
M01495,1,0,2,0,8,5
M01496,4,1,1,0,6,3
M01497,2,0,0,0,7,4
M01498,6,1,1,0,10,2
M01499,2,0,0,0,5,3
M01500,2,1,1,1,1,3
M01501,3,0,0,0,4,5
M01502,2,1,0,0,7,3
M01503,2,1,0,0,4,2
M01504,1,1,0,0,11,4
M01505,1,2,0,0,4,4
M01506,2,0,0,1,6,6
M01507,2,1,1,0,3,8
M01508,1,1,0,1,3,4
M01509,0,0,0,0,4,5
M01510,1,2,0,0,2,4
M01511,2,0,0,0,8,3
M01512,3,0,0,2,5,9
M01513,4,6,0,1,5,4
M01514,3,1,0,0,5,4
M01515,2,0,0,0,5,2
M01516,0,0,0,1,5,5
M01517,1,3,0,1,3,11
M01518,1,3,0,1,1,7
M01519,5,0,0,0,3,5
M01520,5,2,0,0,4,6
M01521,4,1,0,0,9,1
M01522,6,2,0,0,6,1
M01523,2,1,0,1,8,6
M01524,0,0,1,0,9,2
M01525,5,2,0,0,3,7
M01526,1,2,0,1,2,2
M01527,6,1,0,1,9,7
M01528,3,4,0,0,9,11
M01529,3,0,1,0,8,3
M01530,2,1,1,0,4,3
M01531,5,1,0,1,1,4
M01532,2,0,0,0,4,1
M01533,3,0,0,0,8,3
M01534,0,0,1,0,5,1
M01535,3,3,1,0,7,5
M01536,0,2,1,0,11,2
M01537,2,1,0,0,5,11
M01538,0,1,1,0,1,4
M01539,5,0,1,0,7,7
M01540,1,0,0,1,4,7
M01541,4,0,0,2,6,5
M01542,3,0,0,0,4,4
M01543,4,0,0,0,8,1
M01544,5,1,2,1,7,5
M01545,5,0,0,0,6,5
M01546,3,0,2,0,3,5
M01547,2,1,0,1,4,5
M01548,1,1,1,0,6,8
M01549,5,3,0,1,3,7
M01550,4,1,0,0,9,1
M01551,6,0,1,0,5,3
M01552,2,1,0,0,3,6
M01553,5,0,0,1,3,5
M01554,3,3,0,1,6,3
M01555,3,0,2,0,4,5
M01556,0,4,0,0,5,11
M01557,1,0,1,0,6,5
M01558,4,1,0,0,7,6
M01559,3,3,1,0,9,6
M01560,4,1,1,1,4,2
M01561,3,4,0,0,3,7
M01562,1,1,0,2,4,5
M01563,4,1,2,0,4,5
M01564,2,1,0,0,1,8
M01565,3,3,0,0,11,3
M01566,1,2,0,2,5,6
M01567,2,1,1,0,8,1
M01568,2,2,1,0,4,3
M01569,3,1,1,0,7,4
M01570,2,2,0,0,3,8
M01571,6,1,0,1,5,5
M01572,6,1,0,1,5,5
M01573,3,3,0,1,9,6
M01574,4,0,0,1,2,4
M01575,3,1,0,0,9,2
M01576,4,0,1,1,4,6
M01577,3,2,0,0,5,1
M01578,5,0,0,0,7,1
M01579,2,2,0,0,6,11
M01580,0,0,0,2,8,6
M01581,3,1,1,0,7,8
M01582,5,1,0,0,7,4
M01583,0,0,0,0,4,5
M01584,5,3,1,0,5,4
M01585,4,0,1,0,7,9
M01586,0,1,0,0,4,10
M01587,1,4,0,0,4,1
M01588,4,0,1,0,2,6
M01589,1,0,0,0,2,5
M01590,5,1,0,0,11,6
M01591,1,0,1,0,6,5
M01592,1,3,1,0,4,3
M01593,5,0,0,0,7,4
M01594,0,0,0,0,4,10
M01595,2,3,0,0,5,5
M01596,4,0,0,0,4,5
M01597,2,2,0,0,3,8
M01598,1,0,1,0,4,7
M01599,2,0,1,0,9,2
M01600,2,3,0,1,4,4
M01601,1,2,0,0,5,5
M01602,4,0,1,0,10,4
M01603,1,3,0,0,3,6
M01604,2,2,0,1,4,6
M01605,1,1,0,2,3,5
M01606,2,0,2,2,6,6
M01607,2,0,0,0,8,2
M01608,4,1,1,0,4,3
M01609,3,1,2,0,11,4
M01610,2,0,0,0,9,5
M01611,0,0,1,0,2,4
M01612,3,3,0,0,2,4
M01613,0,0,1,0,7,7
M01614,6,1,0,2,5,5
M01615,6,1,0,1,3,5
M01616,1,2,0,0,3,10
M01617,4,1,0,0,2,4
M01618,1,2,0,1,3,7
M01619,1,2,0,0,5,8
M01620,2,3,1,0,4,4
M01621,2,5,0,0,4,7
M01622,6,1,1,1,8,4
M01623,2,0,1,0,5,3
M01624,5,4,1,2,5,10
M01625,0,2,1,1,6,3
M01626,3,0,2,0,6,3
M01627,1,1,2,0,2,8
M01628,3,1,0,0,6,4
M01629,6,1,0,1,4,4
M01630,3,0,0,0,3,8
M01631,1,4,1,0,3,6
M01632,2,0,0,2,9,5
M01633,2,1,1,0,9,3
M01634,3,0,0,1,6,3
M01635,3,1,0,0,4,7
M01636,1,2,0,0,3,4
M01637,3,0,1,1,6,4
M01638,1,2,0,0,5,5
M01639,5,3,0,0,8,3
M01640,4,2,0,0,5,5
M01641,3,2,1,0,3,7
M01642,6,0,0,0,4,5
M01643,6,0,1,0,4,4
M01644,1,1,1,0,8,5
M01645,6,2,0,0,3,5
M01646,2,1,0,1,2,9
M01647,5,0,2,0,6,3
M01648,1,1,0,0,5,7
M01649,6,1,1,0,7,6
M01650,1,0,2,0,11,5
M01651,3,0,1,0,2,7
M01652,0,2,0,0,5,4
M01653,2,2,2,0,6,5
M01654,0,1,0,0,4,5
M01655,2,0,0,0,10,3
M01656,3,0,1,0,3,6
M01657,1,1,1,0,9,5
M01658,3,3,0,0,1,3
M01659,2,5,0,0,5,2
M01660,2,0,1,1,5,1
M01661,1,0,0,1,8,11
M01662,2,0,0,1,3,6
M01663,2,1,0,0,1,7
M01664,3,3,1,0,5,3
M01665,2,0,2,0,4,3
M01666,2,2,0,0,3,4
M01667,1,3,0,0,6,9
M01668,4,1,0,0,6,2
M01669,1,1,0,1,4,5
M01670,5,1,0,2,6,9
M01671,0,0,2,0,4,3
M01672,1,4,0,0,8,6
M01673,0,0,0,0,5,8
M01674,4,1,0,1,5,3
M01675,0,0,1,0,8,7
M01676,2,1,0,1,4,5
M01677,1,2,1,1,3,6
M01678,1,3,1,1,2,3
M01679,2,1,0,0,6,3
M01680,3,1,2,0,5,2
M01681,1,0,0,1,6,4
M01682,1,3,0,0,4,6
M01683,3,1,0,0,3,2
M01684,6,3,1,2,2,4
M01685,1,1,0,0,6,2
M01686,0,0,0,1,3,6
M01687,1,5,2,0,6,9
M01688,3,1,2,0,4,5
M01689,2,3,0,0,3,7
M01690,5,0,0,0,3,3
M01691,1,4,1,0,2,4
M01692,6,1,1,0,1,5
M01693,3,1,0,1,6,5
M01694,2,3,1,0,4,2
M01695,4,2,2,0,6,2
M01696,5,1,1,0,7,4
M01697,2,1,1,0,7,4
M01698,0,4,2,1,6,7
M01699,3,0,0,0,11,4
M01700,2,0,1,0,2,6
M01701,4,0,1,0,3,4
M01702,5,1,0,0,8,4
M01703,0,2,0,0,4,4
M01704,4,1,0,0,6,4
M01705,4,0,0,1,5,2
M01706,2,1,0,0,1,11
M01707,1,5,0,0,8,7
M01708,4,3,1,0,2,5
M01709,3,3,2,0,8,3
M01710,3,2,2,2,5,1
M01711,5,3,0,0,2,6
M01712,1,4,0,0,8,5
M01713,2,2,0,0,2,2
M01714,1,0,2,0,6,5
M01715,1,0,1,0,3,4
M01716,2,0,1,0,4,6
M01717,3,0,0,0,6,1
M01718,3,1,2,0,3,2
M01719,3,0,0,0,8,2
M01720,1,1,1,0,11,1
M01721,4,0,1,0,9,4
M01722,1,2,1,0,5,8
M01723,0,0,0,1,1,3
M01724,1,3,0,1,4,5
M01725,1,3,1,1,6,1
M01726,1,0,2,1,9,1
M01727,2,2,0,0,2,7
M01728,1,1,0,0,4,9
M01729,4,1,0,0,6,7
M01730,2,1,0,1,3,6
M01731,0,3,2,0,5,4
M01732,2,4,1,0,1,6
M01733,3,2,0,0,8,5
M01734,3,0,0,0,6,5
M01735,5,3,1,0,9,4
M01736,5,4,0,2,2,6
M01737,1,2,0,0,6,5
M01738,2,1,0,0,5,3
M01739,1,0,0,2,7,2
M01740,2,2,0,0,4,5
M01741,3,3,0,0,3,7
